Word,Tag
الباعور,I-name
بكاملها,O

خط,O

المرمى,O

بدون,O

جهاد,B-name
الباعور,I-name
إحراز,O

هدف,O

أو,O

جهاد,B-name
الباعور,I-name
يكون,O

المدافع,O

قد,O
الوحدة,B-org
السعودي,I-org

لمسها,O

،,O

يتم,O

مكافئة,O

فريق,O

الهجوم,O

الوحدة,B-org
السعودي,I-org
ركلة,O

ركنية,O

.,O

(,O

إذا,O

هجم,O

الفريق,O

1,O

على,O

الفريق,O

2,O

و,O

اجتازت,O

الكرة,O

خط,O

المرمى,O

و,O

كان,O

الفريق,O

2,O

الوحدة,B-org
السعودي,I-org
هو,O

آخر,O

من,O

لمسها,O

،,O

يتم,O

احتساب,O

ذلك,O

عقوبة,O

للفريق,O

2,O

و,O

ذلك,O

بمنح,O

الفريق,O

1,O

ركلة,O

ركنية,O

).,O

القانون,O

17,O

تمنح,O

للفريق,O

الوحدة,B-org
السعودي,I-org
الخصم,O

بعد,O

ارتكاب,O

الفريق,O

الآخر,O

أخطاء,O

غير,O

جزائية,O

،,O

تعديات,O

تقنية,O

،,O

أو,O

عندما,O

يتم,O

إيقاف,O

اللعب,O

الوحدة,B-org
السعودي,I-org
لأجل,O

تحذير,O

الخصم,O

بدون,O

خطأ,O

محدد,O

قد,O

حصل,O

.,O

(,O

إذا,O

قام,O

أحد,O

لاعبي,O

الفريق,O

2,O

بعرقلة,O

أحد,O

لاعبي,O

الفريق,O

1,O

و,O

لكن,O

الوحدة,B-org
السعودي,I-org
بطريقة,O

غير,O

واضحة,O

أي,O

لم,O

يتبين,O

إن,O

كان,O

قد,O

عرقله,O

بطريقة,O

قانونية,O

أم,O

لا,O

.,O

فيقوم,O

الحكم,O

بمنح,O

الفريق,O

1,O

ركلة,O

حرة,O

غير,O

مباشرة,O

و,O

التي,O

ينفذها,O

في,O

المكان,O

الذي,O

تم,O

عرقلته,O

.,O

أو,O

قد,O

يكون,O

سبب,O

هذه,O

الركلة,O

هو,O

إيقاف,O

فجائي,O

فيه,O

تحذير,O

للاعب,O

ما,O

).,O

القانون,O

13,O

تمنح,O

للفريق,O

الذي,O

يعرقله,O

أحد,O

لاعبي,O

الفريق,O

الآخر,O

بطريقة,O

غير,O

قانونية,O

.,O

القانون,O

13,O

إذا,O

تم,O

عرقلة,O

اللاعب,O

الخصم,O

في,O

منطقة,O

جزاء,O

الفريق,O

الآخر,O

فعندها,O

يتم,O

منح,O

فريق,O

اللاعب,O

الخصم,O

الذي,O

تمت,O

عرقلته,O

ركلة,O

جزاء,O

.,O

القانون,O

14,O

ويتم,O

تنفيذ,O

ركله,O

الجزاء,O

على,O

الطريقة,O

التاليه,O

الوحدة,B-org
السعودي,I-org
:,O

1,O

-,O

توضع,O

الكره,O

عند,O

النقطة,O

المحددة,O

من,O

قبل,O

تخطيط,O

الملاعب,O

والموجوده,O

داخل,O

منطقه,O

الجزاء,O

2,O

-,O

يقف,O

اللاعب,O

المعرقل,O

أو,O

اي,O

لاعب,O

من,O

فريقه,O

داخل,O

المنطقة,O

مقابل,O

الحارس,O

مباشره,O

3,O

-,O

لا,O

يحق,O
حماة,B-reg

للاعبين,O

الفريق,O

المحتسب,O

عليه,O

ركله,O

الجزاء,O

ان,O

يدخلوا,O

منطقه,O

الجزاء,O

مالم,O

يتم,O

تنفيذ,O

الركلة,O

من,O
حماة,B-reg

قبل,O

اللاعب,O

4,O

-,O

يحق,O

للاعب,O

صاحب,O

ركله,O

الجزاء,O

ان,O

يركل,O

الكره,O

مباشره,O

للمرمى,O

أو,O
حماة,B-reg

ان,O

يممرها,O

الا,O

أحد,O

زملائه,O

على,O

ان,O

لا,O

يذهب,O
حماة,B-reg

مسار,O

الكره,O

للخلف,O

أثناء,O

التنفيذ,O

.,O

يحدث,O

ذلك,O

عندما,O

يعلن,O

الحكم,O

إيقاف,O

اللعب,O

لأي,O

سبب,O

مثل,O
حماة,B-reg

إصابة,O

خطرة,O

للاعب,O

ما,O

،,O

أو,O

تدخل,O

حزب,O

خارجي,O

أو,O

عندما,O

تصبح,O
حماة,B-reg

الكرة,O

غير,O

صالحة,O

للعب,O

.,O

القانون,O

8خخ,O

الخطأ,O

يحدث,O

عندما,O

يقوم,O

اللاعب,O

بارتكاب,O

مخالفة,O

معينة,O

تم,O

سردها,O
حماة,B-reg

في,O

قوانين,O

اللعبة,O
حماة,B-reg

و,O

ذلك,O

عندما,O
الزمالك,B-org
المصري,I-org

تكون,O

الكرة,O

في,O

حالة,O

لعب,O

.,O

المخالفات,O

التي,O

تشكل,O

خطأ,O

تم,O

سردها,O

في,O

القانون,O

الزمالك,B-org
المصري,I-org
12,O

.,O

الأخطاء,O

الجزائية,O

على,O

الزمالك,B-org
المصري,I-org
سبيل,O

المثال,O

من,O

أجل,O

الزمالك,B-org
المصري,I-org
السيطرة,O

على,O
مؤيد,B-name
العجان,I-name

الكرة,O

،,O

الوقوف,O

في,O

وجه,O

لاعب,O

أو,O

دفع,O

لاعب,O

،,O

و,O

يتم,O

معاقبة,O

اللاعب,O

الذي,O

قام,O

بذلك,O

،,O

و,O

العقوبة,O

هي,O

منح,O

الفريق,O

الذي,O

مؤيد,B-name
العجان,I-name
تم,O

عرقلة,O

لاعب,O

منه,O

ركلة,O

حرة,O

مباشرة,O

أو,O

ركلة,O

جزاء,O

و,O

مؤيد,B-name
العجان,I-name
يعتمد,O

ذلك,O

على,O

مكان,O

عرقلة,O

اللاعب,O

إن,O

كان,O

داخل,O

أو,O

خارج,O

صندوق,O

حارس,O

المرمى,O

.,O

المخالفات,O

الأخرى,O

يمنح,O

فيها,O

للفريق,O

الأول,O

ركلة,O

حرة,O

غير,O

مباشرة,O

.,O

الأخطاء,O

مؤيد,B-name
العجان,I-name
قد,O

تحدث,O

في,O

أي,O

وقت,O

،,O

و,O

يمكن,O

أن,O

يتم,O

ارتكابها,O

من,O

كلا,O

اللاعبين,O

و,O

البدلاء,O

.,O

أما,O

المخالفات,O

التي,O

تشكل,O

سوء,O

تصرف,O

و,O

المدرجة,O

ضمن,O

قائمة,O

المخالفات,O

،,O

فالتعاريف,O

كثيرة,O

،,O

فهي,O

سلوك,O

غير,O

رياضي,O

قد,O

مؤيد,B-name
العجان,I-name
تعمل,O

على,O

انتهاك,O

روح,O

الرياضة,O

،,O

و,O

حتى,O

لو,O

لم,O

تكن,O

مسرودة,O

كمخالفات,O

محددة,O

.,O

سوء,O

التصرف,O

قد,O

ينتج,O

عنه,O

إعطاء,O

اللاعب,O

المخالف,O

مؤيد,B-name
العجان,I-name
بطاقة,O

صفراء,O

(,O

إنذار,O

),O

أو,O

بطاقة,O

حمراء,O

(,O

طرد,O

من,O

المباراة,O

),O

،,O

و,O

إن,O

حصل,O

اللاعب,O

على,O

بطاقة,O

صفراء,O

في,O

المرة,O

الأولى,O

و,O

ارتكب,O

خطأ,O

مرة,O

أخرى,O

فسوف,O

يحصل,O

على,O

بطاقة,O

حمراء,O

في,O

المرة,O

القادمة,O

لا,O

محال,O

.,O

.,O

قانون,O

التسلل,O

دير,B-reg
الزور,I-reg

يعمل,O

على,O

الحد,O

من,O

مهارات,O

اللاعبين,O

المهاجمين,O

و,O

ذلك,O

بعدم,O

بقائهم,O

بالمنطقة,O

دير,B-reg
الزور,I-reg

الأمامية,O

" ,O
بمعنى, O
آخر, O
أقرب, O
إلى, O
خط ,O
مرمى ,O
الخصم, O
",O

.,O

غالبا,O

ما,O

يفترض,O

بأن,O

الهدف,O

من,O

هذا,O
دير,B-reg
الزور,I-reg

القانون,O

هو,O

منع,O

اختلاس,O

هدف,O

دير,B-reg
الزور,I-reg

.,O

و,O

لكن,O

في,O

دير,B-reg
الزور,I-reg

الحقيقة,O

قانون,O

التسلل,O

لديه,O

جذور,O
نديم,B-name
الصباغ,I-name

مشابهة,O

لقانون,O

التسلل,O

في,O

اتحاد,O

Rugby,O

.,O

نديم,B-name
الصباغ,I-name
التفاصيل,O

و,O

التطبيقات,O

لهذا,O

القانون,O

معقدة,O

،,O

و,O

غالبا,O

ما,O

ينتج,O

عنها,O

خلاف,O

في,O

مباريات,O

كرة,O

القدم,O

و,O

لا,O

سيما,O

تكثر,O

الخلافات,O

نديم,B-name
الصباغ,I-name
في,O

كأس,O

العالم,O

.,O

يعتبر,O

اللاعب,O

متسللا,O

في,O

اللحظة,O

التي,O

يمرر,O

له,O

لاعب,O

آخر,O

الكرة,O

و,O

يكون,O

فيها,O

أكثر,O

قربا,O

من,O

قرب,O

لاعبي,O

الخصم,O

من,O

مرماهم,O

نديم,B-name
الصباغ,I-name
،,O

بعبارة,O

أخرى,O

عندما,O

يكون,O

اللاعب,O

المتلقي,O

للكرة,O

متقدما,O

على,O

لاعبي,O

الفريق,O

الخصم,O

في,O

اللحظة,O

التي,O

مرر,O

زميله,O

له,O

الكرة,O

،,O

هنا,O

يرفع,O

الحكم,O

راية,O

التسلل,O

و,O

يتم,O

استئناف,O

اللعب,O

.,O

الهيئة,O

الحاكمة,O

الدولية,O

المعترف,O

بها,O

هي,O

منظمة,O

فيفا,O

الدولية,O

لكرة,O

القدم,O

.,O

إن,O

ما,O

سبق,O

من,O

منظمات,O

كلها,O

مرتبطة,O

مع,O

الاتحاد,O

الدولي,O

لكرة,O

القدم,O

الفيفا,O

بالإضافة,O

إلى,O

أنها,O

نديم,B-name
الصباغ,I-name
مرتبطة,O

بممثليهم,O

في,O

الاتحادات,O

القارية,O

.,O

إن,O

قوانين,O

الرياضة,O

لم,O

تصغ,O

من,O

قبل,O

الفيفا,O

فقط,O

،,O

و,O

إنما,O

من,O

قبل,O

مجلس,O

إتحادات,O

كرة,O

القدم,O

الدولية,O

.,O

المنافسة,O

الرئيسية,O

العالمية,O

في,O

كرة,O

القدم,O

هي,O

كأس,O

العالم,O

و,O

التي,O

تنظمها,O

الفيفا,O

.,O

إن,O

هذه,O

المنافسة,O

تجري,O

مرة,O

كل,O

4,O

أعوام,O

.,O

أكثر,O

من,O

190,O

دولة,O

تنافس,O

في,O

بطولات,O

تأهيلية,O

تحت,O

إشراف,O

الإتحادات,O

القارية,O

أي,O

كل,O

مجموعة,O

من,O

الدول,O

تحت,O

إشراف,O

اتحاد,O

قاري,O

خاص,O

تابع,O

للفيفا,O

،,O

و,O

تحاول,O

تلك,O

الدول,O

أن,O

تحتل,O

مكانا,O

لها,O

في,O

النهائيات,O

.,O

فمثلا,O

في,O

أفريقيا,O

تجري,O

بطولات,O

خاصة,O

بها,O

من,O

قبل,O

المنظمة,O

المسؤولة,O

عنها,O

وهي,O

الإتحاد,O

الأفريقي,O

لكرة,O

القدم,O

وتصل,O

مثلا,O

إلى,O

النهائيات,O

منتخبات,O

مثل,O

الكاميرون,O

و,O

المغرب,O

وبالتالي,O

يتم,O

تأهل,O

هذه,O

المنتخبات,O

إلى,O

منافسة,O

كأس,O

العالم,O

لينافسوا,O

بقية,O

المنتخبات,O

التي,O

تأهلت,O

من,O

قارات,O
عمرو,B-name
جنيات,I-name

أخرى,O

مثل,O

منتخب,O

البرازيل,O

لكرة,O

القدم,O

و,O

منتخب,O

الأرجنتين,O

لكرة,O

القدم,O

و,O

منتخب,O

فرنسا,O

لكرة,O

القدم,O

و,O

منتخب,O

أستراليا,O

لكرة,O

القدم,O

و,O

منتخب,O

روسيا,O

لكرة,O

القدم,O

وغيرها,O

.,O

و,O

في,O

عام,O

2006,O

زاد,O

عدد,O

المنتخبات,O

ليصبح,O

32,O

منتخبا,O

بعد,O

أن,O

كانوا,O

عمرو,B-name
جنيات,I-name
في,O

كأس,O

العالم,O

لكرة,O

القدم,O

1994,O

أربع,O

و,O

عشرون,O

منتخبا,O

،,O

و,O

يتنافسون,O

على,O

مدى,O

أربعة,O

أسابيع,O

.,O

كأس,O

العالم,O

القادم,O

سيكون,O

في,O

عمرو,B-name
جنيات,I-name
جنوب,O

أفريقيا,O

في,O

2010,O

.,O

,O,O

بطولة,O

كأس,O

العالم,O

لكرة,O

القدم,O

أهم,O

مسابقة,O

يقيمها,O

الاتحاد,O

الدولي,O

لكرة,O

القدم,O

ال,O

(,O

فيفا,O

),O

.,O

يعقد,O

كأس,O

العالم,O

لكرة,O

القدم,O

كل,O

أربع,O

سنوات,O

منذ,O

عام,O

1930,O

م,O

عمرو,B-name
جنيات,I-name
(,O

ماعدا,O

بطولتي,O

عام,O

1942,O

و1946,O

م,O

واللتان,O

ألغيتا,O

بسبب,O

الحرب,O

العالمية,O

الثانية,O

).,O

في,O

عام,O

1950,O

كانت,O

الدورة,O

الرابعة,O

بعد,O

أن,O

انقطعت,O

مدة,O

اثني,O

عشر,O

عامابسبب,O

الحرب,O

العالمية,O

الثانية,O

و,O

حدثت,O

بضخامة,O

في,O

البرازيل,O
عمرو,B-name
ميداني,I-name

ولكن,O

موعد,O

البرازيل,O

مع,O

الكأس,O

لم,O

يكن,O

مقدرا,O

حيث,O

فاز,O

به,O

الأوروجواي,O

و,O

قد,O

سلم,O

جول,O

ريميه,O

الكأس,O

بنفسه,O

بعد,O

عمرو,B-name
ميداني,I-name
أن,O

اضطر,O

إلى,O

النزول,O

إلى,O

الملعب,O

والبحث,O

عن,O

الكابتن,O

الفائز,O

.,O

الأوروجواي,O

كانت,O

بذلك,O

تستعد,O

كما,O

إيطاليا,O

لأخذ,O

الكأس,O

وابقائه,O

عمرو,B-name
ميداني,I-name
لها,O

اذا,O

فازت,O

به,O

لثالث,O

مرة,O

ولكن,O

انتظر,O

العالم,O

20,O

عاما,O

حتى,O

يستطيع,O

أحدهم,O

أن,O

يؤخذه,O

.,O

عام,O

1954,O

كان,O

من,O

نصيب,O

السويسريين,O

عمرو,B-name
ميداني,I-name
ضيافة,O

وللألمان,O

(,O

الغربيين,O

),O

فوزا,O

وكانت,O

بداية,O

مسيرتهم,O

مثلما,O

كانت,O

بداية,O

مسيرة,O

البرازيل,O

عام,O

1958,O

في,O

السويد,O

.,O

استمر,O

البرازيل,O

في,O

مشوارهم,O

بالكأس,O

الثاني,O

لتحتدم,O

المنافسة,O

لنيل,O

كأس,O

جول,O

ريميه,O

للمرة,O

الثالثة,O

والأخيرة,O

لذاك,O

الكأس,O

.,O

عمرو,B-name
ميداني,I-name
لكن,O

مشوار,O

البرازيل,O

انقطع,O

بطولة,O

1966,O

عندمافازت,O

إنجلترا,O

أصحاب,O

الأرض,O

والجمهور,O

بالكأس,O

لتمنعهم,O

من,O

الإحتفاظ,O

به,O

ولو,O

لأربع,O

سنوات,O

زوتحقق,O

الحلم,O
عبد,B-name
الملك,I-name
عنيزان,I-name

البرازيلي,O

في,O

المكسيك,O

عام,O

عبد,B-name
الملك,I-name
عنيزان,I-name
1970,O

واحتفظوا,O

بالكأس,O

عندما,O

فازوا,O

على,O

عبد,B-name
الملك,I-name
عنيزان,I-name
بيرو,O

ولكن,O

الكأس,O

سرق,O
تشرين,B-org
السوري,I-org

ولم,O

يعثر,O

عليه,O

كما,O

عثر,O

عليه,O

عام,O

1966,O

.,O

وأوقف,O

التقليد,O

المتبع,O

بإعطاء,O

الكأس,O

لمن,O

يفوز,O

به,O

تشرين,B-org
السوري,I-org
ثلاث,O

مرات,O

.,O

وبعد,O

غياب,O

دام,O

عشرون,O

عاما,O

عن,O

المركز,O

الأول,O

في,O

منصة,O

التتويج,O

كان,O

للألمان,O

شرف,O

حمل,O

الكأس,O

ذو,O

الشكل,O

الجديد,O

وانتصارهم,O

الثالث,O

ولحسن,O

حظهم,O

كان,O

ذلك,O

في,O

أرضهم,O

.,O

عقد,O

كأس,O

1978,O

تشرين,B-org
السوري,I-org
في,O

الأرجنتين,O

وفاز,O

به,O

المضيف,O

كأس,O

1982,O

في,O

تشرين,B-org
السوري,I-org
اسبانيا,O

من,O

نصيب,O

إيطاليا,O
تامر,B-name
حاج,I-name
محمد,I-name

.,O

وكأس,O

1986,O

تامر,B-name
حاج,I-name
محمد,I-name
كان,O

في,O

المكسيك,O

تامر,B-name
حاج,I-name
محمد,I-name
مرة,O

أخرى,O

ولكن,O

من,O

نصيب,O

تامر,B-name
حاج,I-name
محمد,I-name
الأرجنتين,O

ونجمها,O

مارادونا,O

.,O

كاس,O
حارس,B-pos
مرمى,I-pos

1990,O

للألمان,O

في,O

بلد,O

الطليان,O

.,O

وكأس,O

البرازايل,O

الرابع,O

في,O

أمريكا,O

عام,O

1994,O

.,O

المضيف,O

وللمرة,O

حارس,B-pos
مرمى,I-pos
الأولى,O

رغم,O

أنها,O

استضافته,O

الثانية,O

فاز,O

بالكأس,O

لتنضم,O

فرنسا,O

للوحة,O

الشرف,O

.,O

وقدكانت,O

هذه,O

المرة,O

حارس,B-pos
مرمى,I-pos
السادسة,O

في,O

تاريخ,O

البطولة,O

التي,O

يفوز,O

بها,O

البلد,O

المضيف,O

ولكن,O

السابعة,O

لم,O

تحدث,O

اذ,O

أن,O

البرازيل,O

حارس,B-pos
مرمى,I-pos
فازت,O

بالبطولة,O

التي,O

استضافتها,O
ظفار,B-org

اليابان,O

وكوريا,O

الجنوبية,O

مشاركة,O

.,O

ويشارك,O
ظفار,B-org

في,O

كأس,O

العالم,O
ظفار,B-org

32,O

منتخب,O

مقسمة,O

على,O

8,O

مجموعات,O

كل,O
ظفار,B-org

مجموعة,O

بها,O

4,O

منتخبات,O

ويتأهل,O
خالد,B-name
المبيض,I-name

منتخبين,O

من,O

كل,O

مجموعة,O

للدور,O

الذي,O

يلي,O

الدور,O

التمهيدي,O

.,O

خالد,B-name
المبيض,I-name
ويعد,O

المنتخب,O

البرازيلي,O

صاحب,O

الرقم,O

القياسي,O

في,O

احرز,O

كأس,O

العالم,O

حيث,O

احزره,O

5,O

مرات,O

في,O

أعوام,O

1958,O

و,O

1962,O

و,O

1970,O

و,O

1994,O

خالد,B-name
المبيض,I-name
و,O

2002,O

يليه,O

المنتخب,O

الإيطالي,O

الذي,O

احرزه,O

4,O

مرات,O

في,O

عام,O

1934,O

و,O

عام,O

1938,O

و,O

عام,O

1982,O

و,O

عام,O

2006,O

ويعتبر,O

خالد,B-name
المبيض,I-name
المنتخب,O

الايطالي,O

أول,O

منتخب,O

يحرز,O

البطوله,O

مرتين,O

متتاليتين,O

حين,O

احرزه,O

خالد,B-name
المبيض,I-name
سنة,O

1934,O

و,O

1938,O
احمد,B-name
الأشقر,I-name

،,O

ثم,O

المنتخب,O

الألماني,O

حين,O

احرزه,O

عام,O

1954,O

و,O

عام,O

1974,O

و,O

عام,O

1990,O

احمد,B-name
الأشقر,I-name
وكانت,O

جميعها,O

باسم,O

ألمانيا,O

الغربية,O

.,O

وقد,O

كان,O

احمد,B-name
الأشقر,I-name
مونديال,O

1990,O

اخر,O

مونديال,O

تمثل,O

فيه,O

ألمانيا,O

منتخبين,O

الشرقية,O

والغربية,O

حيث,O

احمد,B-name
الأشقر,I-name
انهما,O

في,O

مونديال,O

1994,O

كانتا,O

قد,O

اتحدتا,O

.,O

ويحظى,O

كأس,O

العالم,O

بمتابعة,O

كبيره,O

حيث,O

احمد,B-name
الأشقر,I-name
ان,O

القنوات,O

التي,O

تنقل,O

المونديال,O

بلغت,O

208,O

قنوات,O

ويعتبر,O

هذا,O

رقم,O

قياسي,O

كبير,O

بينما,O

بلغ,O

عدد,O

مشاهدي,O

نهائي,O

كأس,O

العالم,O

2006,O

بين,O

فرنسا,O

وإيطاليا,O

مليار,O

احمد,B-name
الأشقر,I-name
ونصف,O

متفرج,O

((,O

رقم,O

قياسي,O

)),O

بينما,O

تقول,O

دراسات,O

ان,O

عدد,O

مشاهدي,O

مباريات,O

البطولة,O

مجتمعة,O

التي,O

تبلغ,O

عددها,O

64,O

مباراة,O

أكثر,O

من,O

40,O

مليار,O

متفرج,O
زاهر,B-name
ميداني,I-name

.,O

أقيمت,O

أول,O

مباراة,O

كرة,O

قدم,O

دولية,O

في,O

1872,O

بين,O

منتخب,O

أسكتلندا,O

لكرة,O

القدم,O

ومنتخب,O

إنجلترا,O

لكرة,O

زاهر,B-name
ميداني,I-name
القدم,O

.,O

في,O

هذه,O

المرحلة,O

نادرا,O

ما,O

تلعب,O

الرياضة,O

خارج,O

بريطانيا,O

العظمى,O

وأيرلندا,O

.,O

حينما,O

بدأت,O

شعبية,O

كرة,O

قدم,O

بالازدياد,O

زاهر,B-name
ميداني,I-name
في,O

مختلف,O

أنحاء,O

العالم,O

مع,O

نهاية,O

القرن,O

،,O

اعتبرت,O

كرياضة,O

استعراضية,O

(,O

بدون,O

زاهر,B-name
ميداني,I-name
منح,O

أوسمة,O
الأهرام,B-org
المصري,I-org

),O

في,O

أولمبياد,O

عام,O

1900,O

وعام,O

1904؛,O

أصبحت,O

الأهرام,B-org
المصري,I-org
كرة,O

القدم,O

منافسة,O

رسمية,O

في,O

الألعاب,O
مدافع,B-pos

الأولمبية,O

منذ,O

الأولمبياد,O

الصيفي,O

لعام,O

الأهرام,B-org
المصري,I-org
1908,O

.,O

كان,O

الحدث,O

،,O

المخطط,O

من,O

قبل,O

الاتحاد,O

الدولي,O

لكرة,O

الأهرام,B-org
المصري,I-org
القدم,O

،,O

للاعبين,O

الهواة,O

فقط,O

،,O

وقد,O

اعتبرت,O

كرة,O
مدافع,B-pos

القدم,O

كلعبة,O

استعراضية,O

وليست,O

رياضة,O

تنافسية,O

.,O

ربحت,O

بريطانيا,O

العظمى,O

(,O

المتمثلة,O

بمنتخب,O

إنجلترا,O

لكرة,O

القدم,O

الهاوي,O

),O

الحدث,O

في,O

عامي,O
مدافع,B-pos

1908,O

و,O

1912,O

.,O

بعد,O

أن,O

تأسس,O

اتحاد,O

كرة,O

القدم,O

العالمي,O

(,O

الفيفا,O

),O

عام,O

1904,O

،,O

كانت,O

هنالك,O

محاولة,O

من,O

قبل,O
مدافع,B-pos

الاتحاد,O

لتنظيم,O

بطولة,O

كرة,O

قدم,O

دولية,O

بين,O

الأمم,O

خارج,O

الإطار,O

الأوليمبي,O

في,O

سويسرا,O

عام,O

1906,O

،,O

وقد,O

كانت,O

هذه,O

البداية,O

الأولى,O

لكرة,O

القدم,O

الدولية,O

.,O

مع,O

استمرار,O

الحدث,O

الأوليمبي,O

بقيام,O

المبارات,O

بين,O

الفرق,O
احد,B-org
السعودي,I-org

الهاوية,O

،,O

نظم,O

السير,O

توماس,O

ليبتون,O

احد,B-org
السعودي,I-org
", O
بطولة ,O
كأس ,O
السير ,O
يوسف,B-name
قلفا,I-name
",O

في,O

تورين,O

عام,O

1909,O

.,O

كانت,O

بطولة,O

احد,B-org
السعودي,I-org
ليبتون,O

بين,O

النوادي,O

(,O

وليس,O

المنتخبات,O

الوطنية,O

),O

من,O

مختلف,O

الأمم,O

،,O

كل,O

ناد,O

منهم,O

يوسف,B-name
قلفا,I-name
يمثل,O

الدولة,O

احد,B-org
السعودي,I-org
بكاملها,O

.,O

توصف,O

المنافسة,O

أحيانا,O

بكأس,O

العالم,O

الأولى,O

،,O

وقد,O

يوسف,B-name
قلفا,I-name
احتوت,O

البطولة,O

على,O

الأندية,O

المحترفة,O

الأعلى,O

من,O

حيث,O

المستوى,O

،,O

المشاركة,O

من,O

إيطاليا,O

وألمانيا,O

يوسف,B-name
قلفا,I-name
وسويسرا,O

،,O

ولكن,O

اتحاد,O

كرة,O

قدم,O

الإنجليزي,O

رفض,O

أن,O

يرتبط,O

بالمنافسة,O

يوسف,B-name
قلفا,I-name
وتجنب,O

إرسال,O

الأندية,O

المحترفة,O

.,O

دعا,O

ليبتون,O

نادي,O

", O
غرب, O
أوكلاند ,O
،",O

ناد,O

هاو,O

من,O

مقاطعة,O

دورام,O

،,O

لتمثيل,O

إنجلترا,O

بدلا,O

من,O

ذلك,O

.,O

ربح,O

غرب,O

أوكلاند,O

البطولة,O

وعاد,O

يوسف,B-name
قلفا,I-name
في,O

عام,O

1911,O

للدفاع,O

عن,O

لقبه,O

بنجاح,O
القوة,B-org
الجوية,I-org
العراقي,I-org

،,O

وقد,O

أعطي,O

الكأس,O

إلى,O

الأبد,O

،,O

بموجب,O

قواعد,O

المنافسة,O

.,O

القوة,B-org
الجوية,I-org
العراقي,I-org
في,O

عام,O

1914,O

،,O

وافق,O

اتحاد,O

القوة,B-org
الجوية,I-org
العراقي,I-org
كرة,O

القدم,O

العالمي,O

على,O

الاعتراف,O
ظهير,B-pos
ايمن,I-pos

بالبطولة,O

الأوليمبية,O

ك,O

" ,O
بطولة, O
كرة ,O
قدم, O
عالمية,O
للهواة ,O
،",O

وتحمل,O

مسؤولية,O

إدارة,O

الحدث,O

.,O

القوة,B-org
